customer_id,customer_name,email,phone,city,signup_date,plan_type,monthly_charges,total_revenue,payment_status,last_payment_date,churn_status,data_usage_gb,call_minutes,complaints_count,region,sales_agent
3326,Rahul,NULL,7654195976,Lucknow,06-01-2024,Premium,515,9601,FAILED,05-09-2020,NO,NULL,316,7,East,Agent A
1469,Rohit,NULL,7370839141,Delhi,04-06-2021,Premium,NULL,19889,PAID,NULL,NO,43,771,3,North,Agent A
6748,Ankit,NULL,8478863280,Lucknow,06-05-2022,Premium,836,NULL,FAILED,NULL,YES,26,296,7,North,Agent A
2335,Rahul,Invalid,7281994371,Lucknow,20-08-2024,Basic,533,15504,FAILED,19-05-2024,NO,47,340,6,East,Agent A
6707,Amit,NULL,7567119299,Lucknow,22-03-2020,Basic,NULL,NULL,PAID,NULL,NO,NULL,340,3,West,Agent B
2490,Rahul,NULL,9639237850,Lucknow,26-05-2021,Premium,540,NULL,UNKNOWN,NULL,NO,12,860,5,South,Agent C
628,Sneha,NULL,7111976277,Mumbai,28-05-2020,Basic,NULL,23700,PAID,26-12-2024,NO,NULL,591,8,South,Agent A
4884,Neha,NULL,9587606467,Mumbai,07-12-2024,Premium,731,NULL,PAID,NULL,YES,50,808,7,North,Agent D
4066,Rahul,NULL,9139698424,Lucknow,03-03-2024,Standard,699,20250,FAILED,NULL,YES,14,561,3,South,Agent B
5625,Rahul,NULL,8815537024,Delhi,20-11-2022,Premium,758,NULL,UNKNOWN,NULL,NO,14,819,6,North,Agent B
170,Rohit,NULL,7598538825,Mumbai,29-01-2020,Premium,958,NULL,PAID,NULL,NO,NULL,987,1,West,Agent D
340,Amit,Invalid,7366908857,Lucknow,08-08-2023,Basic,NULL,NULL,UNKNOWN,22-02-2022,NO,NULL,216,8,North,Agent D
Oct-75,Neha,NULL,7390700346,Lucknow,06-06-2020,Basic,751,NULL,FAILED,NULL,NO,15,91,0,East,Agent C
6051,Neha,NULL,9966938244,Lucknow,15-05-2024,Basic,413,NULL,FAILED,NULL,YES,NULL,705,6,West,Agent C
6381,Priya,NULL,8085408821,Lucknow,25-05-2020,Premium,NULL,15527,UNKNOWN,NULL,YES,50,670,5,West,Agent C
4848,Neha,Invalid,9892621404,Mumbai,30-08-2020,Premium,NULL,NULL,PAID,11-09-2023,NO,47,586,5,South,Agent C
6988,Ankit,NULL,9988704375,Mumbai,26-02-2023,Premium,NULL,15507,PAID,10-08-2024,NO,NULL,453,2,North,Agent A
3000,Rahul,NULL,9965875184,Lucknow,31-07-2020,Premium,478,NULL,PAID,02-06-2022,YES,NULL,714,7,North,Agent A
398,Sneha,Invalid,9235405339,Delhi,13-09-2024,Standard,561,34406,UNKNOWN,28-04-2024,NO,23,756,4,East,Agent B
7187,Amit,Invalid,8134031134,Lucknow,06-05-2024,Premium,NULL,NULL,PAID,NULL,NO,5,190,3,North,Agent C
5233,Rahul,NULL,8204999636,Mumbai,08-11-2021,Standard,NULL,42301,UNKNOWN,16-12-2021,NO,NULL,750,5,North,Agent A
4649,Sneha,NULL,7169658730,Lucknow,26-02-2021,Basic,NULL,19252,UNKNOWN,NULL,NO,19,290,0,South,Agent C
Oct-79,Rahul,NULL,7121583963,Delhi,24-05-2020,Basic,NULL,31618,UNKNOWN,04-11-2023,YES,38,920,1,East,Agent A
6623,Amit,Invalid,8542576070,Mumbai,17-09-2024,Standard,NULL,30903,PAID,NULL,NO,22,225,6,South,Agent C
7304,Sneha,NULL,9829588273,Mumbai,03-11-2020,Standard,NULL,NULL,FAILED,06-09-2024,YES,13,165,6,North,Agent A
5324,Rohit,Invalid,7032694645,Lucknow,26-02-2023,Premium,673,NULL,UNKNOWN,NULL,NO,NULL,668,9,East,Agent A
3102,Amit,NULL,7662825615,Lucknow,20-08-2023,Standard,762,26457,PAID,22-10-2024,NO,NULL,476,10,East,Agent A
1446,Amit,NULL,8126176757,Lucknow,08-03-2020,Premium,NULL,NULL,FAILED,NULL,YES,14,427,4,South,Agent D
4969,Yash,NULL,7281706067,Delhi,26-01-2021,Basic,NULL,37316,PAID,09-11-2024,NO,NULL,553,10,South,Agent A
7856,Rohit,NULL,9138844254,Lucknow,17-08-2024,Premium,292,NULL,UNKNOWN,07-05-2021,YES,14,867,0,West,Agent C
5480,Rahul,NULL,8721882790,Lucknow,11-06-2024,Standard,622,37294,PAID,NULL,YES,15,836,5,North,Agent B
3676,Rahul,NULL,8085901377,Lucknow,18-06-2020,Premium,431,22298,PAID,07-04-2023,NO,NULL,832,9,West,Agent D
6717,Rahul,NULL,7959302333,Delhi,03-02-2024,Standard,939,NULL,PAID,NULL,NO,NULL,158,3,East,Agent C
5868,Ankit,Invalid,8687138564,Lucknow,07-11-2024,Premium,204,NULL,FAILED,14-01-2024,NO,NULL,467,5,South,Agent A
2589,Rahul,Invalid,8736258705,Lucknow,18-06-2021,Basic,703,30785,FAILED,27-11-2022,YES,NULL,382,0,South,Agent D
6829,Rohit,NULL,7147929257,Lucknow,25-08-2023,Basic,649,NULL,PAID,NULL,NO,3,411,6,East,Agent B
2275,Amit,NULL,7479218299,Lucknow,20-02-2022,Basic,NULL,NULL,PAID,NULL,NO,NULL,581,9,East,Agent B
3913,Rahul,NULL,7848918336,Mumbai,13-08-2022,Basic,254,4383,PAID,29-08-2023,NO,NULL,922,9,West,Agent B
2524,Rahul,NULL,7567059459,Mumbai,09-10-2020,Basic,NULL,9877,PAID,NULL,NO,40,387,9,South,Agent B
6184,Neha,NULL,9967292923,Lucknow,29-10-2022,Basic,NULL,NULL,PAID,06-07-2023,NO,17,910,2,East,Agent B
5690,Rahul,NULL,8756993651,Lucknow,13-06-2023,Basic,NULL,30037,PAID,08-11-2023,NO,NULL,213,7,West,Agent C
931,Yash,Invalid,8706684000,Mumbai,28-08-2020,Standard,NULL,NULL,PAID,NULL,YES,24,485,2,East,Agent A
1790,Rahul,NULL,7201057907,Lucknow,24-06-2023,Standard,998,NULL,UNKNOWN,13-09-2022,NO,NULL,345,1,North,Agent C
7001,Rohit,Invalid,8251960160,Mumbai,02-04-2022,Basic,888,3570,PAID,09-02-2021,YES,NULL,816,2,South,Agent B
1781,Sneha,NULL,9942610070,Lucknow,05-10-2020,Basic,NULL,NULL,UNKNOWN,NULL,YES,11,189,6,South,Agent A
1792,Neha,Invalid,9526662345,Lucknow,27-07-2023,Basic,739,15358,PAID,NULL,YES,22,959,0,East,Agent A
7684,Ankit,NULL,8589105193,Lucknow,11-09-2022,Basic,NULL,44655,FAILED,10-11-2020,NO,43,856,7,South,Agent D
7317,Neha,NULL,9476371438,Delhi,18-01-2021,Standard,437,NULL,PAID,14-12-2020,YES,NULL,823,8,South,Agent D
1936,Ankit,Invalid,8490242681,Lucknow,23-12-2024,Standard,718,NULL,PAID,NULL,YES,NULL,73,5,North,Agent D
5935,Priya,NULL,8680821057,Lucknow,25-10-2021,Standard,NULL,25288,PAID,NULL,YES,NULL,772,5,East,Agent A
5734,Rohit,Invalid,9986221474,Mumbai,08-08-2021,Premium,NULL,5635,PAID,04-09-2021,NO,NULL,927,9,West,Agent B
4392,Amit,NULL,7807695312,Lucknow,11-07-2022,Premium,391,NULL,PAID,NULL,NO,19,341,9,North,Agent A
5826,Rahul,Invalid,7371696069,Mumbai,08-04-2023,Basic,844,NULL,FAILED,NULL,YES,48,515,4,West,Agent C
7993,Yash,Invalid,7290770440,Mumbai,25-05-2024,Premium,734,NULL,PAID,NULL,NO,NULL,289,10,East,Agent D
3552,Rahul,NULL,7749885012,Mumbai,02-06-2024,Basic,409,11761,PAID,NULL,NO,35,710,6,East,Agent A
2834,Amit,Invalid,8532141698,Lucknow,27-04-2022,Basic,499,NULL,PAID,NULL,NO,NULL,785,6,West,Agent C
1337,Priya,NULL,8601472912,Delhi,08-12-2022,Premium,NULL,32466,PAID,26-04-2022,NO,NULL,173,5,West,Agent B
1647,Ankit,NULL,9802505910,Mumbai,30-12-2024,Premium,751,30168,FAILED,05-04-2023,YES,NULL,282,5,South,Agent B
4647,Rohit,NULL,8029527457,Mumbai,13-01-2023,Basic,699,NULL,PAID,NULL,YES,30,232,2,South,Agent C
2338,Rohit,NULL,9391845222,Mumbai,13-12-2021,Basic,NULL,12717,FAILED,22-02-2024,NO,NULL,178,2,North,Agent C
2356,Rohit,NULL,8320002861,Lucknow,20-08-2022,Premium,609,34592,UNKNOWN,NULL,YES,NULL,983,7,South,Agent B
133,Priya,NULL,8477348685,Delhi,12-06-2023,Premium,NULL,30245,PAID,10-10-2020,YES,33,468,1,North,Agent D
992,Sneha,NULL,9569064405,Lucknow,16-07-2024,Basic,NULL,NULL,FAILED,NULL,NO,NULL,844,8,East,Agent D
2352,Amit,NULL,8283509241,Lucknow,09-05-2023,Premium,NULL,24005,PAID,02-12-2024,NO,2,744,2,East,Agent C
1634,Yash,NULL,8305998037,Lucknow,15-06-2020,Basic,903,31642,PAID,01-01-2023,NO,37,596,0,North,Agent C
1379,Rohit,NULL,9469408450,Lucknow,12-10-2020,Basic,666,21792,FAILED,NULL,YES,NULL,926,0,South,Agent A
5351,Neha,NULL,7442947691,Lucknow,09-05-2021,Basic,610,32039,FAILED,09-04-2020,NO,26,729,8,South,Agent B
2670,Sneha,NULL,8691547609,Mumbai,15-01-2024,Premium,905,NULL,UNKNOWN,19-08-2020,NO,NULL,156,0,North,Agent A
6409,Amit,Invalid,8784182987,Lucknow,01-02-2024,Basic,565,30241,UNKNOWN,27-03-2024,YES,26,486,0,East,Agent C
3282,Rohit,NULL,9671686557,Mumbai,27-06-2024,Basic,927,NULL,UNKNOWN,NULL,YES,NULL,858,6,North,Agent D
3875,Rohit,NULL,9693711592,Delhi,30-08-2024,Premium,970,48360,PAID,NULL,YES,14,132,4,West,Agent B
7156,Rohit,Invalid,8342841354,Lucknow,20-12-2024,Premium,NULL,NULL,FAILED,13-02-2021,NO,33,291,6,East,Agent C
Dec-91,Priya,NULL,7954775489,Delhi,08-06-2023,Premium,404,NULL,PAID,16-08-2021,NO,22,893,2,West,Agent A
2191,Rohit,NULL,8078662074,Delhi,23-03-2024,Standard,324,NULL,UNKNOWN,08-12-2020,NO,NULL,594,7,East,Agent C
1416,Amit,Invalid,8069788242,Lucknow,01-01-2024,Basic,832,NULL,PAID,29-12-2024,YES,NULL,350,7,North,Agent B
6100,Neha,Invalid,8890365387,Delhi,06-12-2024,Premium,709,39657,PAID,19-01-2020,YES,NULL,666,5,West,Agent B
3992,Priya,NULL,9808186470,Lucknow,12-02-2022,Basic,554,10253,UNKNOWN,24-08-2022,NO,30,508,4,East,Agent D
3450,Sneha,NULL,7308516971,Lucknow,27-01-2021,Basic,NULL,NULL,PAID,NULL,YES,40,200,4,East,Agent C
7798,Neha,NULL,7725689536,Delhi,19-04-2024,Basic,NULL,22378,FAILED,12-04-2020,NO,NULL,278,6,East,Agent D
1596,Neha,NULL,9124179537,Delhi,24-04-2020,Basic,NULL,49152,FAILED,NULL,YES,16,765,6,West,Agent A
2988,Amit,NULL,9202818960,Delhi,18-02-2020,Basic,258,NULL,PAID,NULL,YES,NULL,61,10,West,Agent C
7615,Rahul,NULL,9572244118,Mumbai,17-07-2022,Basic,447,NULL,PAID,NULL,YES,NULL,798,2,South,Agent A
15-Jun,Priya,Invalid,9079441853,Mumbai,20-03-2024,Basic,369,NULL,UNKNOWN,NULL,NO,22,723,1,North,Agent B
7677,Rahul,NULL,9604991505,Mumbai,18-05-2021,Standard,NULL,29635,PAID,NULL,YES,NULL,432,8,West,Agent A
2687,Rohit,NULL,7616057459,Delhi,24-12-2023,Basic,646,NULL,PAID,13-08-2023,NO,10,325,0,East,Agent C
5091,Neha,NULL,8065514149,Delhi,21-10-2022,Premium,871,NULL,PAID,NULL,YES,27,409,4,North,Agent B
7656,Rohit,NULL,9056294736,Mumbai,12-01-2023,Premium,NULL,26753,FAILED,16-01-2023,YES,18,768,5,East,Agent D
3310,Ankit,NULL,8622929188,Delhi,15-01-2023,Basic,961,44650,UNKNOWN,NULL,YES,1,817,10,North,Agent A
6176,Amit,NULL,8317339250,Mumbai,26-12-2023,Basic,NULL,NULL,PAID,NULL,YES,NULL,867,1,North,Agent A
6569,Rahul,NULL,7760242893,Mumbai,20-01-2023,Standard,903,NULL,PAID,09-03-2022,YES,NULL,444,3,West,Agent B
5678,Ankit,NULL,8696450455,Delhi,01-03-2021,Basic,NULL,NULL,FAILED,12-04-2021,NO,15,56,1,West,Agent A
4808,Ankit,Invalid,8902077881,Delhi,03-04-2024,Premium,710,27864,PAID,NULL,YES,11,935,6,West,Agent C
2462,Rahul,NULL,7523192081,Lucknow,11-12-2022,Basic,782,NULL,PAID,24-10-2022,NO,NULL,214,5,South,Agent C
4673,Ankit,Invalid,8151981272,Lucknow,04-07-2023,Basic,NULL,NULL,PAID,NULL,YES,29,318,9,East,Agent C
7354,Ankit,NULL,9000237113,Delhi,09-04-2022,Standard,NULL,35091,FAILED,NULL,NO,NULL,524,4,East,Agent B
3199,Amit,Invalid,9613802253,Delhi,26-11-2020,Premium,NULL,NULL,PAID,NULL,NO,10,462,10,North,Agent C
7186,Sneha,NULL,8071854633,Lucknow,10-04-2020,Premium,890,37478,UNKNOWN,NULL,NO,29,637,4,North,Agent A
209,Amit,NULL,8633647201,Lucknow,02-01-2024,Basic,219,2270,FAILED,NULL,NO,24,918,5,East,Agent A
7070,Yash,NULL,9176279696,Lucknow,05-09-2021,Basic,NULL,34353,FAILED,NULL,YES,50,186,10,West,Agent C
3360,Yash,NULL,9802144882,Mumbai,27-11-2022,Basic,NULL,17667,PAID,NULL,NO,NULL,632,1,North,Agent B
1689,Neha,NULL,9046169794,Lucknow,01-04-2021,Premium,310,4823,FAILED,NULL,NO,20,90,10,South,Agent B
6827,Yash,NULL,9711129533,Mumbai,01-11-2022,Basic,NULL,22947,PAID,NULL,YES,12,503,0,East,Agent D
534,Ankit,NULL,7591920638,Delhi,01-06-2024,Premium,847,40850,PAID,10-01-2021,NO,12,371,6,East,Agent C
893,Rahul,NULL,7775234359,Mumbai,07-01-2023,Standard,NULL,NULL,PAID,26-05-2024,YES,17,493,6,West,Agent A
6579,Priya,NULL,8876156630,Delhi,20-07-2020,Premium,NULL,NULL,PAID,NULL,NO,9,190,6,North,Agent C
4460,Neha,NULL,7311443564,Lucknow,18-05-2021,Basic,801,27926,PAID,21-12-2023,YES,5,339,5,East,Agent B
1961,Ankit,NULL,9500981877,Lucknow,07-11-2024,Standard,246,NULL,FAILED,NULL,YES,9,525,1,South,Agent A
7126,Ankit,NULL,7784152953,Delhi,07-08-2021,Basic,914,48048,UNKNOWN,23-11-2022,YES,NULL,159,5,West,Agent B
14-Apr,Priya,NULL,7095277465,Lucknow,14-11-2022,Premium,999,22444,PAID,25-09-2023,YES,NULL,246,3,West,Agent B
19-May,Priya,NULL,8262317127,Lucknow,23-02-2022,Basic,NULL,29849,UNKNOWN,12-09-2024,NO,NULL,943,0,South,Agent B
2790,Sneha,NULL,8839044594,Lucknow,17-10-2020,Basic,NULL,49872,PAID,11-05-2024,YES,19,195,1,East,Agent D
7737,Ankit,NULL,8257966764,Lucknow,29-11-2023,Basic,923,45693,UNKNOWN,NULL,NO,31,622,5,South,Agent B
3427,Sneha,NULL,9217317622,Lucknow,19-10-2023,Premium,NULL,NULL,PAID,NULL,YES,NULL,850,4,South,Agent C
1598,Sneha,NULL,8381038497,Delhi,03-01-2022,Standard,576,29383,UNKNOWN,20-04-2024,NO,39,941,7,West,Agent D
2299,Neha,NULL,8251615163,Mumbai,01-05-2020,Standard,218,NULL,PAID,NULL,YES,33,88,5,West,Agent C
5012,Amit,Invalid,7724023401,Lucknow,07-08-2023,Standard,NULL,46784,UNKNOWN,18-05-2024,NO,NULL,316,6,West,Agent D
4992,Ankit,NULL,7589819079,Lucknow,15-06-2021,Basic,272,13543,PAID,14-09-2022,YES,47,631,4,North,Agent D
6196,Priya,Invalid,8864470162,Delhi,26-06-2024,Basic,386,28734,FAILED,18-06-2024,NO,NULL,352,2,West,Agent B
2080,Rohit,NULL,7434594876,Delhi,17-08-2022,Premium,NULL,NULL,FAILED,NULL,YES,NULL,838,1,West,Agent D
3048,Amit,Invalid,7970504694,Delhi,12-03-2023,Standard,NULL,NULL,PAID,17-06-2024,NO,NULL,401,6,North,Agent B
4908,Rohit,NULL,9919217652,Lucknow,16-06-2021,Basic,NULL,26040,FAILED,NULL,NO,NULL,499,3,West,Agent A
7798,Rahul,NULL,9652688725,Lucknow,28-01-2024,Basic,283,8203,PAID,NULL,YES,NULL,513,4,North,Agent B
5761,Neha,NULL,7797161448,Mumbai,06-02-2021,Standard,964,29334,UNKNOWN,NULL,NO,NULL,562,6,North,Agent C
29-Sep,Rahul,NULL,7465587322,Delhi,29-12-2022,Basic,NULL,NULL,PAID,NULL,YES,1,319,2,East,Agent A
6224,Neha,NULL,8500251703,Mumbai,30-06-2024,Basic,NULL,NULL,PAID,03-12-2022,YES,NULL,933,10,South,Agent C
7952,Amit,NULL,9326372128,Mumbai,20-10-2023,Basic,508,7672,FAILED,11-06-2023,NO,NULL,412,6,North,Agent D
48,Neha,NULL,7109812672,Lucknow,07-02-2022,Standard,NULL,NULL,FAILED,15-06-2023,NO,28,297,0,North,Agent B
6773,Rohit,NULL,7978117515,Lucknow,01-12-2023,Basic,NULL,NULL,PAID,NULL,YES,NULL,501,8,East,Agent D
6088,Ankit,NULL,9621651696,Lucknow,24-07-2020,Standard,830,NULL,PAID,23-03-2020,YES,NULL,323,8,North,Agent A
6319,Amit,NULL,9355574076,Lucknow,26-11-2021,Premium,NULL,27234,PAID,NULL,YES,37,428,1,South,Agent B
3300,Yash,Invalid,9990101556,Mumbai,14-05-2023,Basic,477,9833,PAID,12-02-2024,YES,6,311,1,West,Agent A
4867,Rohit,NULL,8465413908,Delhi,06-06-2024,Standard,NULL,38000,PAID,NULL,YES,4,230,6,North,Agent B
652,Rohit,NULL,7321128104,Delhi,14-12-2024,Premium,NULL,11395,PAID,NULL,YES,NULL,830,3,North,Agent B
5632,Amit,NULL,7553077848,Lucknow,03-03-2023,Standard,NULL,NULL,UNKNOWN,23-03-2022,YES,NULL,140,5,East,Agent D
4326,Amit,NULL,8842901580,Lucknow,18-11-2023,Premium,593,NULL,UNKNOWN,16-06-2021,NO,NULL,629,5,South,Agent C
2057,Priya,Invalid,9838472570,Delhi,03-10-2020,Basic,923,NULL,UNKNOWN,NULL,YES,50,259,1,East,Agent D
1787,Neha,Invalid,7587383020,Mumbai,06-07-2022,Premium,NULL,NULL,PAID,28-03-2021,YES,9,393,6,East,Agent B
5242,Rohit,NULL,7211034588,Mumbai,22-12-2024,Basic,NULL,NULL,PAID,NULL,NO,NULL,365,6,West,Agent B
5328,Rohit,NULL,9383945443,Lucknow,24-05-2022,Basic,904,NULL,PAID,22-11-2021,YES,39,312,3,North,Agent A
2100,Ankit,Invalid,7394010446,Mumbai,08-02-2020,Standard,310,40441,PAID,05-04-2022,NO,3,708,4,North,Agent B
3778,Rahul,NULL,9893768083,Delhi,07-04-2021,Premium,624,NULL,PAID,NULL,YES,NULL,380,6,North,Agent B
7306,Sneha,NULL,8038606918,Lucknow,11-11-2021,Premium,NULL,18884,PAID,12-06-2022,YES,5,821,1,South,Agent D
5075,Amit,NULL,9034102646,Delhi,23-03-2022,Premium,371,8552,UNKNOWN,03-09-2024,NO,NULL,908,5,North,Agent D
2287,Yash,NULL,9729525763,Lucknow,30-06-2023,Standard,408,NULL,FAILED,NULL,YES,NULL,554,1,East,Agent D
7876,Priya,Invalid,9862619093,Mumbai,29-10-2023,Premium,584,NULL,PAID,18-12-2021,NO,29,892,5,North,Agent C
4790,Neha,NULL,8640995622,Mumbai,19-05-2020,Premium,NULL,NULL,FAILED,NULL,NO,NULL,818,9,South,Agent D
3853,Priya,Invalid,9751904591,Lucknow,16-05-2020,Premium,709,NULL,PAID,15-07-2023,YES,NULL,189,1,East,Agent D
1332,Ankit,NULL,8325683874,Mumbai,13-09-2024,Premium,NULL,NULL,FAILED,12-02-2023,NO,39,482,6,East,Agent C
7697,Rohit,Invalid,8784286010,Lucknow,03-06-2021,Basic,599,34918,FAILED,NULL,YES,NULL,528,5,East,Agent A
7522,Neha,NULL,9056772463,Mumbai,26-11-2023,Standard,NULL,NULL,PAID,NULL,YES,27,923,1,South,Agent D
5221,Rahul,NULL,9901259920,Mumbai,26-01-2023,Basic,842,NULL,PAID,23-12-2023,YES,NULL,441,3,South,Agent A
1462,Yash,NULL,8421846452,Lucknow,22-09-2023,Basic,NULL,15865,UNKNOWN,15-08-2022,YES,NULL,706,9,South,Agent C
855,Ankit,Invalid,7485622850,Lucknow,25-09-2024,Basic,715,NULL,PAID,09-09-2022,YES,43,417,8,East,Agent C
19,Amit,Invalid,7162551280,Lucknow,17-12-2021,Basic,218,NULL,PAID,25-02-2024,YES,23,913,8,East,Agent A
6359,Ankit,NULL,8919420999,Delhi,08-03-2022,Basic,NULL,13205,PAID,30-04-2021,NO,19,671,5,North,Agent B
3887,Ankit,NULL,9255375924,Mumbai,27-09-2024,Premium,662,NULL,PAID,NULL,NO,NULL,162,1,North,Agent C
6641,Neha,Invalid,8199158855,Delhi,17-03-2023,Basic,NULL,2059,FAILED,20-09-2024,NO,NULL,475,10,North,Agent D
955,Rahul,NULL,7424289627,Lucknow,27-04-2023,Standard,NULL,7565,PAID,NULL,YES,NULL,588,1,East,Agent A
Dec-14,Rohit,NULL,8603204891,Delhi,18-06-2020,Premium,NULL,NULL,PAID,12-07-2022,NO,15,141,8,North,Agent D
367,Priya,Invalid,7673454269,Lucknow,17-06-2021,Standard,NULL,2632,PAID,NULL,YES,50,937,4,North,Agent C
6023,Sneha,NULL,8238911326,Lucknow,22-04-2022,Standard,477,1335,UNKNOWN,16-10-2023,NO,NULL,55,4,East,Agent A
836,Rahul,Invalid,9157747034,Mumbai,05-03-2021,Basic,596,47297,UNKNOWN,07-05-2024,YES,NULL,127,2,South,Agent D
7840,Rahul,NULL,7365735743,Mumbai,23-07-2023,Basic,309,NULL,PAID,NULL,YES,50,228,7,West,Agent A
4220,Priya,Invalid,9064780629,Delhi,25-11-2022,Basic,NULL,38240,PAID,NULL,YES,NULL,626,0,West,Agent C
633,Ankit,Invalid,8470257500,Mumbai,14-12-2024,Basic,NULL,42706,UNKNOWN,12-11-2023,YES,50,67,10,North,Agent A
5659,Amit,Invalid,7413787938,Mumbai,06-03-2022,Premium,NULL,NULL,PAID,NULL,YES,NULL,369,2,West,Agent A
4667,Priya,NULL,8788066541,Delhi,21-09-2020,Premium,NULL,NULL,PAID,NULL,NO,32,793,9,South,Agent A
7489,Amit,Invalid,7634649778,Lucknow,07-07-2020,Standard,NULL,NULL,FAILED,NULL,YES,8,90,0,East,Agent D
6392,Amit,NULL,9027151452,Lucknow,30-04-2021,Premium,NULL,NULL,UNKNOWN,NULL,YES,NULL,840,5,West,Agent C
6992,Yash,NULL,8738983207,Lucknow,29-11-2024,Premium,NULL,NULL,FAILED,NULL,YES,42,101,1,South,Agent B
208,Ankit,NULL,7928350480,Lucknow,26-11-2024,Premium,NULL,1393,FAILED,NULL,NO,35,468,7,North,Agent D
3698,Priya,NULL,9373979467,Lucknow,26-06-2022,Premium,NULL,48288,FAILED,NULL,YES,NULL,974,8,North,Agent C
7849,Priya,NULL,7871627995,Lucknow,28-07-2021,Premium,NULL,NULL,PAID,NULL,NO,36,357,5,East,Agent B
3049,Rahul,Invalid,8188095137,Delhi,26-10-2023,Basic,NULL,NULL,PAID,NULL,YES,NULL,266,6,North,Agent A
6155,Neha,Invalid,8508976493,Mumbai,28-01-2022,Premium,230,NULL,PAID,NULL,NO,27,761,4,East,Agent A
730,Neha,NULL,8239139553,Delhi,05-09-2021,Standard,NULL,NULL,PAID,NULL,YES,42,221,1,North,Agent A
6222,Ankit,NULL,8456645656,Lucknow,09-11-2023,Premium,NULL,8523,FAILED,NULL,YES,NULL,279,7,South,Agent A
6794,Amit,NULL,9657835114,Lucknow,10-02-2024,Premium,NULL,39318,FAILED,17-07-2023,YES,43,762,4,West,Agent A
7947,Yash,NULL,7539860342,Lucknow,08-04-2024,Basic,451,23071,FAILED,NULL,YES,26,440,7,North,Agent B
3128,Rahul,NULL,9108351730,Mumbai,18-01-2020,Premium,NULL,NULL,FAILED,NULL,NO,NULL,746,10,East,Agent A
2979,Neha,NULL,9496092463,Delhi,03-07-2021,Standard,NULL,23700,PAID,23-01-2020,NO,17,156,8,North,Agent D
2489,Neha,NULL,8277761077,Lucknow,08-09-2020,Premium,NULL,25232,FAILED,NULL,NO,19,671,9,North,Agent A
4725,Neha,NULL,8927887616,Mumbai,07-05-2022,Premium,NULL,33700,UNKNOWN,NULL,YES,NULL,644,7,North,Agent B
2838,Ankit,NULL,9053952793,Lucknow,11-02-2024,Basic,NULL,NULL,FAILED,NULL,NO,NULL,173,1,East,Agent B
1965,Rahul,NULL,8817709851,Delhi,08-03-2022,Basic,822,NULL,UNKNOWN,22-12-2022,NO,NULL,664,6,South,Agent D
4247,Neha,NULL,8464645850,Mumbai,10-11-2024,Premium,571,9976,PAID,NULL,YES,2,320,1,South,Agent B
Dec-44,Yash,Invalid,8987016375,Delhi,22-07-2021,Basic,320,8580,PAID,04-01-2021,YES,NULL,68,1,East,Agent B
5985,Amit,NULL,7780895929,Delhi,18-02-2023,Standard,NULL,13403,PAID,10-03-2021,NO,NULL,387,2,South,Agent B
31-Aug,Amit,NULL,7299618946,Delhi,02-07-2023,Basic,NULL,NULL,UNKNOWN,NULL,NO,NULL,659,1,East,Agent D
3659,Sneha,Invalid,7462080240,Mumbai,03-07-2021,Premium,NULL,22546,PAID,10-11-2024,YES,NULL,949,3,South,Agent D
950,Yash,Invalid,7373796952,Delhi,20-07-2024,Basic,NULL,37345,UNKNOWN,NULL,NO,NULL,78,6,North,Agent B
710,Priya,NULL,7486639483,Lucknow,22-07-2024,Premium,NULL,NULL,UNKNOWN,NULL,YES,NULL,171,7,South,Agent C
7877,Rahul,NULL,8883873681,Mumbai,24-10-2022,Basic,541,9213,UNKNOWN,29-05-2022,NO,NULL,812,0,South,Agent C
28-Mar,Priya,Invalid,9202146052,Delhi,25-09-2023,Standard,865,7068,PAID,03-07-2024,YES,NULL,378,10,East,Agent A
5213,Priya,NULL,8280323174,Delhi,16-02-2021,Premium,NULL,16192,UNKNOWN,NULL,NO,NULL,474,7,South,Agent D
578,Neha,NULL,7108764338,Delhi,09-04-2022,Premium,659,27031,PAID,NULL,NO,21,328,7,East,Agent C
6379,Priya,Invalid,9423979753,Mumbai,29-09-2022,Basic,NULL,9200,FAILED,08-11-2024,YES,30,313,0,South,Agent C
3628,Amit,NULL,8541972123,Mumbai,17-06-2022,Standard,414,25087,PAID,NULL,NO,30,298,7,East,Agent A
1676,Rohit,Invalid,8694375690,Delhi,28-01-2021,Basic,585,42728,FAILED,05-08-2022,NO,25,938,0,East,Agent C
4412,Sneha,NULL,9886817178,Mumbai,09-10-2021,Premium,NULL,NULL,PAID,NULL,YES,NULL,520,8,South,Agent B
568,Rahul,Invalid,9548702129,Lucknow,19-07-2020,Premium,NULL,36351,PAID,26-08-2021,NO,48,571,10,North,Agent D
6922,Rahul,NULL,8671034880,Lucknow,06-02-2021,Standard,NULL,25825,UNKNOWN,NULL,NO,NULL,436,2,South,Agent B
4230,Amit,NULL,7216759683,Mumbai,05-10-2023,Basic,827,NULL,PAID,NULL,YES,10,144,2,West,Agent C
2370,Neha,NULL,8669674563,Delhi,22-10-2020,Standard,893,NULL,PAID,NULL,YES,NULL,882,7,East,Agent D
3513,Priya,NULL,9984527002,Mumbai,15-09-2021,Premium,698,NULL,FAILED,NULL,NO,16,358,2,East,Agent C
5047,Priya,NULL,8343055529,Lucknow,20-01-2023,Standard,955,NULL,PAID,26-08-2020,NO,NULL,471,8,East,Agent B
